ZONA;AÑO;SEXO;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18
18;2013;F;9702;9979;9399;8541;8597;7894;8033;8987;9214;8634;7519;7367;7299;6700;6143;4836;3675;4352
18;2014;M;10013;10257;9814;9137;9055;8544;8811;9921;10175;9409;7890;7384;7382;6896;6407;5119;3849;3731
18;2014;F;9425;9833;9449;8699;8511;8046;8050;9281;9551;8775;7754;7513;7236;7026;6441;5219;3902;4632
18;2015;M;9937;10300;9760;9159;8942;8668;8998;10141;10300;9613;8106;7845;7363;7144;6898;5427;4093;3948
18;2015;F;9650;9768;9467;8825;8689;8255;8535;9453;9709;9115;8051;7857;7650;7333;6701;5555;4263;4941
18;2016;M;9774;9925;9573;9122;8861;8687;8961;10149;10415;9646;8301;7913;7479;7353;6941;5823;4307;4197
18;2016;F;9585;9953;9535;8777;8657;8451;8418;9707;9992;9273;8235;8061;7834;7571;7130;5876;4479;5450
18;2017;M;9538;9862;9479;8789;8956;8703;9011;10254;10368;9618;8344;7779;7586;7332;7147;5902;4302;4343
18;2017;F;9539;9805;9323;8718;8598;8315;8331;9643;9991;9370;8352;8186;7993;7790;7220;5923;4728;5738
18;2018;M;9310;9669;9425;8754;8909;8619;8938;9967;10440;9894;8498;8082;7692;7601;7394;6108;4510;4496
18;2018;F;9482;9806;9358;8907;8524;8343;8580;9858;10168;9659;8675;8425;8018;8096;7635;6337;4938;6003
18;2019;M;9013;9345;9255;8720;8407;8614;9000;10313;10770;9778;8416;7978;7769;7869;7630;6372;4734;4731
18;2019;F;9253;9555;9025;8520;8330;8338;8769;9694;10019;9513;8470;8341;8095;8149;7887;6342;5125;6258
18;2020;M;8852;9233;9012;8614;8746;8388;9208;10029;10694;9911;8455;8190;7844;7929;7855;6476;4769;4805
18;2020;F;8994;9215;8960;8345;8432;8044;8469;9720;10078;9375;8490;8402;8130;7913;7983;6662;5179;6339
18;2021;M;8809;9106;9057;8376;8521;8476;9065;10257;10614;9770;8571;8397;7963;8087;8111;6790;4944;5209
18;2021;F;8718;8927;8785;8287;8235;7918;8486;9471;9912;9515;8470;8204;8114;8193;7923;6647;5194;6818
18;2022;M;8393;8590;8621;8349;8438;8334;9001;10366;10660;9925;8758;8311;7873;8361;8316;6977;5141;5430
18;2022;F;8587;8713;8473;7898;8050;7971;8413;9467;9990;9523;8590;8362;7908;8270;8005;6775;5544;7067
18;2023;M;8053;8447;8428;8085;8158;8264;8831;10240;10596;9881;8503;8268;8087;8212;8357;7168;5396;5482
18;2023;F;8204;8712;8297;7829;7851;7845;8198;9415;9884;9542;8640;8335;7971;8290;8310;7033;5652;7243
18;2024;M;8004;8201;8204;7967;8087;8240;8872;10077;10458;9942;8737;8456;8115;8272;8619;7222;5451;5739
18;2024;F;7920;8324;8125;7638;7738;7554;8425;9416;9932;9271;8622;8221;8083;8233;8282;7200;5867;7532
18;2025;M;7601;8016;7875;7785;7715;8233;8904;10082;10386;9654;8584;8192;8054;8324;8801;7276;5544;5766
18;2025;F;7873;8121;8057;7484;7770;7735;8270;9414;9862;9616;8670;8285;8333;8661;8491;7444;6124;7846
1;2000;A;32576;32835;31747;28733;27783;25347;24855;28676;28361;26767;22428;21359;19930;18849;16294;12715;8917;9299
2;2000;A;74813;76851;74301;68755;67288;64126;65149;74573;75582;70908;61539;59055;56570;54719;50973;41480;30543;34152
3;2000;A;109940;112525;107344;98877;95602;89519;89905;102639;102778;95778;81774;78323;74592;70939;63743;50079;36131;36682
4;2000;A;82857;82860;78839;71246;68356;61780;59215;67848;67302;62613;51707;49005;46050;41339;34016;24836;16491;14491
5;2000;A;71843;72293;70311;64753;62907;59250;59949;68742;69708;64681;55249;53577;50838;48777;44685;35944;26310;28531
6;2000;A;104116;104542;99582;89972;86030;77446;74653;85632;85221;79102;65407;62491;59376;53028;44126;32480;22197;21201
7;2000;A;35186;35456;33801;30828;29535;27087;26721;30741;30361;28490;23686;22724;21502;20117;17214;13427;9826;10800
8;2000;A;74855;76630;74075;67715;66061;62269;62698;71137;72296;66921;57809;55196;52999;50493;45854;36461;26863;28550
9;2000;A;126850;129002;122756;111987;106540;97425;95079;108718;108599;100410;83511;80442;75741;68798;58245;43420;29905;27560
10;2000;A;19079;19557;18453;16944;16169;14677;14429;16632;16459;15384;12957;12249;11710;10721;9032;6811;4753;4946
11;2000;A;15906;15945;15517;14077;13789;12915;12721;14702;14946;13840;11723;10895;10656;10237;9098;7253;5397;5806
12;2000;A;64108;64467;61490;56148;53598;49295;47462;54427;54496;49735;42486;39898;37718;34139;28817;21500;14467;12730
13;2000;A;41310;42176;39525;35413;33261;29425;27383;31780;31191;28986;23518;22682;21066;17973;13618;9373;5848;4274
14;2000;A;21029;21001;19950;17961;17026;15558;14919;16856;16832;15520;13030;12251;11437;10409;8319;5918;3990;3390
15;2000;A;77692;78099;73765;66621;63426;56720;53891;61979;60842;56218;45760;43637;41209;36082;28422;20126;13367;12166
16;2000;A;82283;83002;78838;71809;68548;61933;60185;69456;68672;62920;52711;50066;47944;42942;36150;26600;18055;17799
17;2000;A;23169;23387;22574;20756;20033;18730;18481;21456;21467;20079;17257;16351;15441;14516;13216;10514;7633;8386
18;2000;A;19313;19237;18391;16463;15657;13768;13073;15065;14550;13374;11016;10333;9540;8163;6357;4140;2639;1820
1;2001;A;32384;33423;31939;29013;28217;25748;25702;29312;29286;27353;22937;21803;20545;19449;16972;13190;9626;10083
2;2001;A;75369;77799;74508;69697;67762;64636;66473;75513;77306;71934;62285;60057;57819;55990;52147;42372;31889;35415
3;2001;A;110584;111977;108135;99658;96439;90095;90650;103581;105010;97568;83370;79841;76945;72330;65872;51717;37336;38618
4;2001;A;83870;84335;79865;72292;68982;62848;60961;69452;68600;63447;53164;50637;47115;42598;35517;25680;17429;15829
5;2001;A;71932;73265;70209;65469;63658;59949;61029;69655;70900;66456;57099;54753;52066;50174;46462;37162;27852;30077
6;2001;A;104837;105938;100444;91455;86922;79671;75980;87363;87128;80589;67762;64027;60346;54813;45807;34245;23642;22622
7;2001;A;35168;35508;33890;31043;29850;27577;27165;31228;31178;28836;24314;23603;22326;20760;17977;14162;10027;11322
8;2001;A;76396;78545;74908;68779;67570;63067;63940;72286;73827;69147;58674;56609;54384;51589;47441;37988;28072;29591
9;2001;A;127570;128793;123243;112151;107503;98215;97076;110456;110029;102667;85470;82556;77413;71116;60954;45788;31897;30160
10;2001;A;19448;19695;18571;17324;16534;15327;14684;16912;16744;15855;13187;12797;12108;11108;9454;7236;5159;5248
11;2001;A;16069;16255;15614;14600;13883;13003;13075;14918;15393;14240;12281;11413;10861;10580;9681;7590;5578;6247
12;2001;A;64349;64786;61724;56415;54414;49284;48559;55597;55132;51075;43240;41054;39044;35196;29806;22472;15435;13771
13;2001;A;41555;42176;39733;35917;33745;30028;28307;32642;31883;29583;24058;22906;21227;18571;14416;10061;6369;5087
14;2001;A;21023;21227;19932;18166;17285;15771;15327;17252;16930;15760;13317;12463;11632;10770;8772;6232;4322;3811
15;2001;A;79139;80006;75540;67382;64363;58054;54961;63461;62612;57649;47897;45343;42767;37687;29916;21638;14269;13248
16;2001;A;82518;83532;79361;72060;68564;63596;61047;69774;69857;64638;53521;51309;48723;44090;37402;28304;19654;19361
17;2001;A;23263;23928;22779;21201;20516;19332;19206;21692;22151;20551;17626;16712;15884;15170;13666;10735;7919;8425
18;2001;A;19836;19915;18528;16781;15781;13988;13431;15175;15061;14038;11266;10682;10060;8761;6702;4629;2930;2195
1;2002;A;32821;33171;31989;29399;28071;26409;25974;30197;30119;27572;23869;22799;21390;19918;18014;14002;10247;11083
2;2002;A;76089;77416;75594;70387;68671;65940;67388;77095;78927;73266;63804;60645;58633;56806;53927;43722;33211;36412
3;2002;A;111425;114638;109354;101115;97864;92154;92816;105357;106743;99212;85233;82040;77547;74407;67948;53479;38951;40305
4;2002;A;83995;85298;80496;73223;70165;63643;61371;69841;69751;64590;53935;52019;48639;44056;36687;27105;18663;17300
5;2002;A;72621;73667;71232;65874;64463;60809;62424;71012;72658;66924;58635;55499;54273;51755;48388;39454;29090;31932
6;2002;A;105388;106023;101140;91724;87417;80207;77777;88874;88553;82061;69209;65682;62207;56250;47273;36139;25140;24546
7;2002;A;35458;35838;34232;31708;29913;28115;27628;31694;32197;29621;24857;24108;22723;21286;19051;14943;10880;12048
8;2002;A;77262;79041;75525;70435;68269;64540;65118;74928;76113;70427;60493;58333;55407;53211;49045;39320;28893;31417
9;2002;A;128503;129528;123456;112999;108643;99551;97960;111691;112091;103845;87010;83989;79262;73319;63198;48481;34271;32273
10;2002;A;19926;20007;19025;17352;16496;15478;14978;17181;17342;16100;13438;12949;12419;11412;9936;7666;5468;5779
11;2002;A;16332;16571;15793;14534;14185;13148;13455;15222;15680;14502;12339;11954;11601;10913;9924;8017;5975;6378
12;2002;A;64549;65462;62089;56915;55319;50348;49322;56104;56677;52245;43614;42043;39398;36420;31269;23642;16685;15366
13;2002;A;41610;41856;39635;35711;33906;30466;28766;33501;32852;29981;24655;23523;22043;19157;15069;10915;7057;5916
14;2002;A;20821;21054;20037;18290;17486;16104;15314;17743;17573;16248;13534;12616;11963;10887;9139;6883;4671;4285
15;2002;A;79099;79556;75259;68187;65200;58720;55766;64274;63649;58719;48874;46055;43126;38225;31277;22892;15312;14182
16;2002;A;83135;84279;79655;72867;69889;64019;62454;71831;71951;65969;55575;53449;50334;45768;39259;29560;20912;20761
17;2002;A;23795;24549;23554;21274;20979;19531;19568;22193;22279;20990;18049;17277;16300;15385;14032;11291;8224;8836
18;2002;A;19560;19554;18693;16534;16063;14383;13744;15495;15247;14225;11691;10917;10235;9065;7159;5150;3268;2476
1;2003;A;32969;33665;31938;29362;28484;26758;26624;30161;30639;28725;24239;23289;22031;20791;18847;14664;10677;11654
2;2003;A;78025;79292;77327;71862;70818;67529;69349;78892;80519;75290;65780;62466;60496;58794;55974;45332;34352;38272
3;2003;A;112146;114506;109423;101035;99127;92545;93741;107065;108779;100630;86364;82373;79413;76015;68992;55292;40230;42065
4;2003;A;84232;85097;81330;74107;71247;64996;62659;71759;71090;66351;55627;52133;49780;45332;37822;28229;19796;18294
5;2003;A;72706;74171;71891;66340;65376;61491;62902;71614;73871;69346;59510;56966;55069;53436;49986;40988;30089;33376
6;2003;A;104050;106388;100674;92055;87781;80971;78262;89876;89719;83084;69735;66386;62937;57719;49377;37561;25881;26227
7;2003;A;35604;36107;34750;31647;30493;28545;28169;32512;32418;30356;25457;24377;23598;22221;19707;15709;11642;12642
8;2003;A;78294;79792;76949;70620;69061;65365;65884;75865;77373;71768;61397;58969;56604;54656;50365;40482;29671;32367
9;2003;A;127263;129811;124938;113287;109659;100476;99554;113492;114167;106441;89654;85650;80842;75213;66006;50465;35953;35399
10;2003;A;19575;20019;18993;17232;16748;15465;15335;17548;17378;16414;13845;13319;12671;11786;10578;7976;5901;6031
11;2003;A;16249;16982;16194;14975;14356;13413;13867;15666;15873;15019;12776;12392;11783;11277;10473;8315;6282;6785
12;2003;A;65519;66810;63216;57891;55834;51604;50283;57837;58225;53385;45901;43221;41022;37993;33149;24943;17556;17091
13;2003;A;41231;41848;39421;35860;33724;30353;29282;33243;32807;30652;25305;23810;22214;20001;15957;11258;7595;6703
14;2003;A;21441;21023;20142;18557;17875;16071;15537;18135;17903;16402;13876;13397;12487;11346;9750;7357;4958;4644
15;2003;A;79249;80512;76173;68416;65564;59662;56952;65232;64900;59912;50035;46797;44711;39429;32480;23664;16282;15714
16;2003;A;83220;84967;80185;73235;71071;64577;63927;72653;72722;67776;56823;53950;50948;47482;40830;31152;22294;22306
17;2003;A;24568;24642;23481;21692;21046;19545;19631;22430;22882;21328;18473;17395;16720;15887;14808;11460;8466;9162
18;2003;A;19656;19811;18648;16849;16187;14289;13879;15897;15758;14328;11788;11165;10571;9263;7587;5407;3498;2974
1;2004;A;32593;33278;32017;29104;28467;26852;26675;30407;31249;28855;24592;23408;22528;21268;19337;15304;11643;12354
2;2004;A;78430;80424;77854;72690;70500;68159;70120;80084;82302;76479;66110;63923;61905;59777;57193;46722;35242;39481
3;2004;A;112590;115119;110269;101904;98926;93723;95166;107978;109388;101405;87984;83904;80505;77076;70667;56652;41396;43550
4;2004;A;85916;87312;82865;75324;71520;65968;64316;73114;73213;67678;56546;53974;51162;46620;39563;29805;20698;20147
5;2004;A;72960;74880;72663;67213;66132;62595;64770;73438;75124;70740;60651;58164;56598;54869;52121;42172;31483;35195
6;2004;A;104899;106354;101170;92702;88496;80989;79810;91155;90917;84436;70738;68088;64452;59406;50915;39092;27487;28054
7;2004;A;35438;36482;34454;31587;30876;28826;28693;33200;33342;31212;26402;25049;24074;22630;20659;16220;11984;13449
8;2004;A;79137;80933;78067;71767;69950;66891;67065;77130;78318;72925;62885;61023;58153;55941;52429;41971;31095;33836
9;2004;A;127658;130734;124804;114436;110483;102057;101481;115864;116131;108070;91501;87547;82964;77469;69132;52617;37868;37916
10;2004;A;19554;19945;18966;17365;17027;15878;15389;17846;18019;16758;13894;13473;12881;12199;10603;8399;6078;6557
11;2004;A;16739;16934;16313;15069;14849;14257;14261;16041;16275;15296;13050;12626;11902;11604;10584;8636;6428;7151
12;2004;A;66505;67641;64253;58536;56729;51985;51652;59078;58956;54686;46721;44513;42354;39678;34503;26568;18749;18627
13;2004;A;41677;42427;39837;36109;34219;30594;29646;34091;33685;31349;25671;24197;23004;20405;16405;12120;8181;7426
14;2004;A;20830;21232;20374;18567;17734;16258;15892;18155;18275;16805;14146;13604;12875;11715;10267;7657;5213;5136
15;2004;A;80509;81443;77213;69839;66597;60433;57879;66397;66338;61212;50983;48290;45448;41218;33961;25019;17279;16889
16;2004;A;83730;84566;81002;73417;71001;65307;64450;73699;74207;69243;57756;55717;52288;48534;42592;32661;23354;23931
17;2004;A;24318;24979;23983;22098;21426;20184;20161;23329;23105;21689;18608;18014;16937;16362;14782;11820;8740;9487
18;2004;A;19744;19910;18907;16872;16293;14628;14269;15947;15953;14772;12238;11653;10849;9873;8020;5854;3881;3414
1;2005;A;32860;33699;32228;29654;29144;27112;27350;31298;31509;29428;25195;24359;23456;22012;20133;16291;12059;13314
2;2005;A;79507;82364;79211;74005;72652;69671;72030;82034;83794;78656;68062;65562;63404;62200;58931;48231;36832;40763
3;2005;A;113361;116364;112086;103794;101015;95466;97133;110988;112678;104586;90573;86635;82554;80281;73403;58612;42905;45540
4;2005;A;86728;87552;84190;76438;73471;66794;65507;75215;74904;69268;58313;55202;52328;48091;40999;31381;21766;21418
5;2005;A;73194;74873;72183;67313;66424;63931;65758;75156;76598;70893;62298;59721;57069;56413;53519;43928;33028;36905
6;2005;A;105178;107236;102236;93275;89781;82656;80914;92650;93403;86174;72814;69064;66062;61207;53124;41073;29318;29464
7;2005;A;35939;36489;35079;32216;31187;29395;29420;33584;34190;31447;26909;25774;24827;23575;21479;17343;12826;14280
8;2005;A;79930;81582;78336;72965;71077;67456;68996;78613;79569;74359;64263;61647;59369;56833;53267;43107;32022;35379
9;2005;A;128793;130338;125293;114376;110729;103559;102538;117383;118557;109329;93479;89384;84581;79652;71132;55224;39903;40677
10;2005;A;19655;20310;19280;17665;17099;15966;16067;18236;18730;17325;14494;14157;13429;12422;11200;8886;6464;7012
11;2005;A;16485;17112;16350;15147;14961;13966;14116;16386;16459;15295;13340;12569;12354;11794;11087;8857;6541;7570
12;2005;A;66347;67335;64184;59265;57214;53099;52699;60084;60493;56611;47697;45755;43472;40297;36046;27760;19826;19946
13;2005;A;41642;42497;40042;36418;34763;31594;30189;34669;34679;32280;26336;25291;23846;21270;17467;13011;8898;8292
14;2005;A;21252;21846;20824;18721;18094;16715;16334;18684;18706;17525;14665;13844;13282;12118;10432;8194;5647;5648
15;2005;A;80341;81609;77122;69995;66607;60967;58997;67906;67037;61489;52378;49230;46815;42192;35076;26251;18467;17963
16;2005;A;83951;85680;81170;73957;72049;66548;65373;75092;74912;70395;59801;57049;53819;50751;44360;34433;24561;25520
17;2005;A;25029;25333;24517;22673;21657;20687;20920;23832;23862;22195;19149;18249;17414;16748;15501;12174;8935;9721
18;2005;A;19844;20041;18724;17093;16251;14969;14520;16348;16166;14792;12602;12069;11169;10049;8576;6161;4228;3712
1;2006;A;33335;34201;32557;30261;29295;27872;28087;32196;32724;30315;25900;24892;24111;23104;21590;16886;12719;14304
2;2006;A;80857;83307;80472;74998;73732;70787;73700;83457;86193;80418;69899;67473;65067;63757;60579;50431;37996;42919
3;2006;A;114734;116922;113065;104361;102185;97063;98305;112119;114157;106068;91835;88128;84383;81229;75266;60730;44183;47709
4;2006;A;87362;88742;84445;77374;73821;68216;66621;76773;76365;70810;59763;56784;53922;49442;42697;32638;22977;22798
5;2006;A;72769;74717;72728;68087;66836;64413;67307;75968;78204;72765;63670;61794;59361;58078;55588;45538;34342;38901
6;2006;A;106432;107879;102108;93783;90435;83902;82681;94906;94976;87962;74893;70917;67868;63026;55047;42704;30719;31428
7;2006;A;36090;36461;35216;32420;31552;29675;30072;33892;34715;32553;27848;26728;25619;24279;22491;18091;13299;15228
8;2006;A;80636;82021;78992;73137;71279;68415;69471;79282;81076;75573;65580;62575;60300;58716;54408;43974;33237;36529
9;2006;A;128684;131679;125696;115822;112017;105477;104215;119412;119720;112235;95333;91752;87392;82628;74234;58561;42332;43820
10;2006;A;19896;19969;19432;17759;17294;16320;16236;18506;18662;17228;14659;14328;13592;12806;11512;9167;6661;7339
11;2006;A;16569;17027;16547;15130;14819;14173;14294;16606;16824;15730;13519;12892;12450;12117;11345;9254;7063;7814
12;2006;A;65757;67342;64606;59538;57165;53361;53525;61197;61107;57233;48665;46452;44492;41473;37203;29060;21216;21448
13;2006;A;42616;42520;40370;36998;35329;32355;30989;35725;35374;32964;27175;26128;24521;22294;18482;13755;9591;9438
14;2006;A;21551;21636;20562;18892;18293;16835;16481;18979;19075;17856;14956;14168;13657;12605;11066;8531;6036;6118
15;2006;A;81601;82365;78203;70880;68256;61992;60342;68966;68370;63548;53547;50507;47808;43831;36897;27630;19282;19500
16;2006;A;84024;85438;81326;74741;71637;67154;66794;76548;76248;71420;60376;57797;55341;51496;45767;35792;26014;27315
17;2006;A;25197;25655;24726;22863;22293;20810;21412;24188;24514;22807;19512;18431;17813;17160;15786;12689;9275;10232
18;2006;A;19715;20177;19012;17299;16566;15122;14492;16833;16647;15677;13023;12554;11609;10714;8882;6634;4642;4268
1;2007;A;33222;33426;32873;30353;29628;28399;28430;32925;33360;31409;27344;25657;25011;23865;22326;18343;13686;15659
2;2007;A;82015;83781;81010;75712;73991;71906;74969;84905;87266;81959;71144;68903;65993;65077;62144;51563;38961;44237
3;2007;A;113415;115873;111571;104066;101955;96848;98452;112135;114412;106926;91950;87845;85481;81512;75965;61408;45242;48458
4;2007;A;88005;89687;85568;78038;74696;68901;68194;77628;77721;72493;60933;58674;54971;51099;44237;34395;24234;24372
5;2007;A;74000;75723;74141;68740;68449;65990;68296;78033;80399;74752;65267;63268;61027;59892;58246;47498;36327;41240
6;2007;A;104966;106282;101932;93113;89840;83096;83256;95074;95403;88808;75175;72322;68684;64763;56707;44144;32221;33020
7;2007;A;36309;37346;35406;33024;31908;30060;30796;34705;35563;33153;28681;27101;26397;25093;23146;18788;14144;16186
8;2007;A;80946;83193;79896;74066;72824;68836;70708;80719;82675;77102;66441;64225;61797;60056;55851;45224;33998;37472
9;2007;A;128778;130716;125579;116123;112855;105765;105966;120636;122907;113260;97867;93813;89503;84951;77011;61250;44218;46829
10;2007;A;19983;20315;19641;18070;17314;16549;16291;18716;19146;17882;15222;14474;13807;13257;12140;9625;7123;7899
11;2007;A;16905;17430;16778;15317;15243;14390;14598;16850;17150;16289;13789;13409;12862;12352;11855;9552;7200;8245
12;2007;A;65913;67749;64741;59497;57683;54088;53772;62347;62711;57858;49425;47423;45166;42360;38580;30375;21874;23237
13;2007;A;43235;43700;41259;37624;36050;32503;32231;36629;36661;33462;28126;27057;25562;23467;19835;14766;10460;10394
14;2007;A;21406;21945;20869;18921;18644;17343;17121;19286;19562;18193;15471;14425;14025;13144;11653;9062;6412;6740
15;2007;A;82459;83149;79222;71680;68422;62890;61415;70489;70187;65216;54730;52412;48893;44890;38360;28923;20736;20516
16;2007;A;83320;84958;81069;74265;71952;67429;67635;76694;77451;72302;61338;58662;55830;53027;47348;37457;27108;28675
17;2007;A;25628;26253;25374;23196;22296;21196;21573;24572;25159;23377;19820;19262;18123;17576;16148;12879;9514;10510
18;2007;A;20062;20354;19211;17427;16590;15253;15040;17172;17214;15951;13264;12685;11929;10978;9400;7122;4992;4675
1;2008;A;33351;34151;32824;30119;29542;28289;28909;32944;33976;31770;27157;26388;25376;24767;23294;19039;13940;16276
2;2008;A;81331;83880;81226;76055;75147;72484;75671;85413;88535;82307;71752;68996;66723;66388;63238;52496;39436;45334
3;2008;A;114161;117504;112506;104315;101969;97948;99312;113039;116017;107571;93814;89740;86239;83036;77631;62889;46857;50954
4;2008;A;87257;89369;84524;77827;74719;69261;68357;77730;78941;73440;61632;59016;56257;52045;45766;35423;25545;25105
5;2008;A;74191;76384;74104;69206;68942;67187;69924;79034;81239;76755;67110;64624;62415;61517;59917;49803;37941;43031
6;2008;A;104013;105889;100790;92604;89738;83817;83509;94574;96039;89197;76146;72227;69011;64972;58102;45407;32984;34571
7;2008;A;36566;37194;35946;33192;32820;30430;31261;35945;36407;34271;29317;27880;27127;26170;24425;20011;14805;17066
8;2008;A;81271;83717;81208;74797;73418;70417;72473;81879;84044;78486;68106;64845;62845;60718;58124;46961;35350;39398
9;2008;A;129546;132481;127414;117037;113714;106996;108460;123383;125390;117344;100218;96336;91707;87577;80245;64108;46818;50026
10;2008;A;20028;20368;19469;18227;17540;16544;16646;19318;19326;18212;15528;14933;14235;13537;12834;10167;7426;8264
11;2008;A;17024;17330;16716;15529;15383;14674;14955;17218;17393;16492;14130;13440;13389;13034;12069;9942;7476;8445
12;2008;A;66214;67947;65047;59973;58352;54756;55114;62890;63063;59111;50810;48366;46224;44114;40251;31830;23208;24723
13;2008;A;43215;43641;41740;37973;36421;32976;32426;37352;37174;34490;29185;27560;26092;24236;20729;15950;11135;11477
14;2008;A;21302;21969;21022;19368;18649;17523;17248;19780;19826;18349;15689;15275;14381;13633;12077;9611;6962;7145
15;2008;A;82007;83538;79445;71871;69520;63298;61797;71960;71205;66283;55103;52820;50067;46446;39724;30081;21305;21955
16;2008;A;82340;83564;80807;74218;72057;67253;67781;77642;78578;73147;61875;59662;57060;54144;49009;38869;28230;30248
17;2008;A;26381;26797;25531;23719;23006;21883;21934;25024;25404;23642;20590;19616;18825;17874;16601;13258;9715;10725
18;2008;A;19982;20090;19198;17594;16952;15437;15062;17350;17334;16311;13601;13023;12188;11379;9755;7638;5207;5116
1;2009;A;32725;33827;32716;30538;29933;28720;29549;33589;34740;32018;27916;27109;25914;25549;23879;19555;14751;17471
2;2009;A;81506;83910;81315;76063;74760;72303;75713;86509;89413;83571;72336;69676;67689;66763;64204;53646;40476;46080
3;2009;A;113603;116321;112786;104087;102415;97546;99656;113682;116459;108335;94466;90121;87233;84370;79086;64639;47689;51918
4;2009;A;86881;89077;84044;77800;74443;69299;68710;79063;78952;73314;62166;59251;56079;53025;46770;36472;26103;26968
5;2009;A;74506;76496;74721;69807;69140;68037;71075;80417;82884;78072;68101;65863;63812;63165;61462;51186;39054;44643
6;2009;A;104465;106094;101872;93485;90446;84634;84629;96528;97813;90423;77199;74085;70751;66834;60191;47771;34542;37054
7;2009;A;36748;37439;35974;33144;32432;31084;31852;36024;37045;34605;29680;28794;27761;26747;25282;20710;15387;17795
8;2009;A;80861;83459;80610;74846;73352;70625;71890;82374;84503;78623;68319;65621;62968;61587;58355;47583;35270;39874
9;2009;A;129736;132502;127745;117531;114833;108611;109934;125628;127277;118618;102116;98230;94130;90894;83294;66769;49468;53224
10;2009;A;19959;20277;19520;18096;17546;16690;17143;19695;20049;18628;15802;15231;14617;14130;13062;10589;7737;8765
11;2009;A;16838;17006;16874;15618;15250;14551;15227;17449;17691;16457;14279;13961;13339;12960;12414;10180;7691;8554
12;2009;A;66752;68048;65286;60266;58561;55116;55648;63959;64782;59972;51272;49442;47341;45045;41531;32909;24218;26507
13;2009;A;43533;44192;41728;38188;36394;34035;33416;38486;37942;35633;29752;28514;26933;25175;21683;16692;12012;12501
14;2009;A;21376;22189;21292;19319;18912;17478;17857;20136;20547;19003;16369;15509;14991;14015;12616;9899;7323;7840
15;2009;A;82986;83691;80111;72828;70277;64723;63241;72894;72607;67366;57228;54408;51467;47535;41264;31711;22585;23510
16;2009;A;82043;83303;80223;74043;72188;68445;68466;77854;79196;74049;63385;60117;58458;55088;50588;40590;29343;31727
17;2009;A;26880;27369;26135;24083;23564;22286;22582;25771;26442;24373;20767;19806;19277;18654;17270;13714;10202;11156
18;2009;A;19496;19983;19253;17571;16860;15594;15374;17549;17923;16281;13950;13222;12536;11727;10309;7961;5508;5555
1;2010;A;32665;33552;32692;30429;30097;28735;29721;33977;34935;32284;28215;27454;26679;26029;24812;20675;15564;18156
2;2010;A;81702;83424;81615;76073;74929;73507;76227;87109;89181;83907;72803;70485;67327;67350;65041;54292;41210;46732
3;2010;A;112057;115801;111908;104427;101890;97766;100392;114006;117011;109348;94831;91286;87619;85020;80104;65545;48896;53573
4;2010;A;87299;88521;85103;78202;75210;70306;69374;79724;80483;74572;63371;60186;57431;53984;47821;37912;27302;28477
5;2010;A;74174;76418;74811;69720;69303;68002;71679;81597;83655;78720;69406;67053;64845;64878;63361;52823;40526;46872
6;2010;A;103244;104836;101084;92790;90348;84564;84860;96491;97756;90725;78180;74639;71941;68251;61553;49227;35915;38266
7;2010;A;36217;37211;35836;33037;32645;31348;32159;36647;37355;35206;30055;29288;27957;27523;25949;21370;16451;18715
8;2010;A;81222;83821;81057;75855;74124;71460;73600;83291;85608;79624;69293;66847;64436;62702;59736;49069;36870;41471
9;2010;A;130803;133736;129221;119132;116923;111106;112572;128307;130807;121905;105789;101215;97094;93530;86688;70257;52741;57574
10;2010;A;19942;20460;19715;18257;17816;16907;17110;19484;20096;18620;16250;15235;14856;14431;13523;10928;8142;9120
11;2010;A;16919;17424;16984;15723;15391;15003;15236;17704;17977;16875;14611;14072;13545;13423;12902;10567;7952;9121
12;2010;A;66646;67683;65350;60123;58580;55777;55890;64127;65078;60518;52220;50205;47896;46640;42892;34345;25446;28229
13;2010;A;43389;44486;42431;38597;37072;34245;33844;39156;38813;36438;30759;29574;27966;25994;22751;17914;13121;13606
14;2010;A;21810;22043;21053;19567;19062;18076;17944;20818;20762;19376;16687;15851;15343;14490;13536;10695;7777;8353
15;2010;A;83886;84383;80754;73630;70545;65372;64875;73845;74469;69184;58063;55567;52611;49130;42920;33412;23918;25129
16;2010;A;81527;83767;80418;73974;72094;68124;69603;78852;80041;74892;64092;61363;59463;56794;52073;41862;30697;33343
17;2010;A;26622;27348;26169;24223;23770;22087;22921;25856;26410;24709;21265;20558;19363;18618;17244;13978;10263;11254
18;2010;A;19701;20062;19339;17562;16797;15704;15873;17863;18061;16693;14149;13581;12930;12217;10647;8406;6062;6143
1;2011;A;32652;33570;32430;30082;29586;28913;30477;34393;35462;32930;28851;27811;27001;26392;25586;21356;16249;19172
2;2011;A;81195;84695;81690;76732;75455;73696;77196;87557;90710;84704;73705;70714;68930;68310;66634;54961;41958;48728
3;2011;A;111602;114567;111027;103580;100819;97205;100076;113925;117319;108996;94673;90843;86821;85880;81065;66457;49591;54855
4;2011;A;87067;88792;84538;77937;75105;70717;69687;79865;80428;75005;63832;61594;58922;55107;49470;38657;28578;29811
5;2011;A;73358;75941;74366;69844;69447;68389;72122;81735;85027;79666;69824;67716;65699;65849;64459;54144;41444;48056
